"service_id","date","exception_type"
"4_日祝","20220826","2"
"4_特別ダイヤ１","20220826","1"
"4_平日","20220829","2"
"4_土曜","20220829","2"
"4_日祝","20220829","2"
"4_特別ダイヤ１","20220829","1"
"4_平日","20220830","2"
"4_土曜","20220830","2"
"4_日祝","20220830","2"
"4_特別ダイヤ１","20220830","1"
"4_平日","20220831","2"
"4_土曜","20220831","2"
"4_日祝","20220831","2"
"4_特別ダイヤ１","20220831","1"
"4_平日","20220919","2"
"4_日祝","20220919","1"
"4_平日","20220923","2"
"4_日祝","20220923","1"
"4_平日","20221010","2"
"4_日祝","20221010","1"
"4_平日","20221103","2"
"4_日祝","20221103","1"
"4_平日","20221123","2"
"4_日祝","20221123","1"
"4_平日","20221227","2"
"4_土曜","20221227","2"
"4_日祝","20221227","2"
"4_特別ダイヤ１","20221227","1"
"4_平日","20221228","2"
"4_土曜","20221228","2"
"4_日祝","20221228","2"
"4_特別ダイヤ１","20221228","1"
"4_平日","20221229","2"
"4_土曜","20221229","2"
"4_日祝","20221229","2"
"4_特別ダイヤ１","20221229","1"
"4_平日","20221230","2"
"4_土曜","20221230","2"
"4_日祝","20221230","2"
"4_特別ダイヤ１","20221230","1"
"4_平日","20230102","2"
"4_日祝","20230102","1"
"4_平日","20230103","2"
"4_日祝","20230103","1"
"4_平日","20230104","2"
"4_土曜","20230104","2"
"4_日祝","20230104","2"
"4_特別ダイヤ１","20230104","1"
"4_平日","20230105","2"
"4_土曜","20230105","2"
"4_日祝","20230105","2"
"4_特別ダイヤ１","20230105","1"
"4_平日","20230106","2"
"4_土曜","20230106","2"
"4_日祝","20230106","2"
"4_特別ダイヤ１","20230106","1"
"4_平日","20230327","2"
"4_土曜","20230327","2"
"4_日祝","20230327","2"
"4_特別ダイヤ１","20230327","1"
"4_平日","20230328","2"
"4_土曜","20230328","2"
"4_日祝","20230328","2"
"4_特別ダイヤ１","20230328","1"
"4_平日","20230329","2"
"4_土曜","20230329","2"
"4_日祝","20230329","2"
"4_特別ダイヤ１","20230329","1"
"4_平日","20230330","2"
"4_土曜","20230330","2"
"4_日祝","20230330","2"
"4_特別ダイヤ１","20230330","1"
"4_平日","20230331","2"
"4_土曜","20230331","2"
"4_日祝","20230331","2"
"4_特別ダイヤ１","20230331","1"
"81_土日祝(村外)","20210920","1"
"81_土日祝(村外)","20210923","1"
"81_土日祝(村外)","20211011","1"
"81_土日祝(村外)","20211103","1"
"81_土日祝(村外)","20211123","1"
"81_土日祝(村外)","20211230","1"
"81_土日祝(村外)","20220101","2"
"81_土日祝(村外)","20220102","2"
"81_土日祝(村外)","20220103","1"
"81_土日祝(村外)","20220110","1"
"81_土日祝(村外)","20220211","1"
"81_土日祝(村外)","20220223","1"
"81_土日祝(村外)","20220321","1"
"81_土日祝(村外)","20220429","1"
"81_土日祝(村外)","20220503","1"
"81_土日祝(村外)","20220504","1"
"81_土日祝(村外)","20220505","1"
